project_id,deployment_id,image_id,filename,sequence_id,location,wi_taxon_id,class,order,family,genus,species,common_name,timestamp,bounding_boxes,transect_id,frame_id,detection_idx,detection_confidence,depth,world_x,world_y,world_z
2007160,Cam23,ac6ad487-18a7-46db-be7a-997126453d40,RCNX0443.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/728b8348-4453-4a5c-ab7f-fd5b8a5c74e1.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:13:52,"{""{\""detectionBox\"":[0.370274752,0,0.975426137,0.374971777]}"",""{\""detectionBox\"":[0.424024642,0.665138364,0.731804907,0.765058756]}""}",Cam23,ac6ad487-18a7-46db-be7a-997126453d40,0,0.9716,12.4087,-2.689,2.2771,11.928
2007160,Cam23,448f4d74-bc2b-49e7-9498-a7cb12d8e9f1,RCNX0444.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/549b1fe9-882b-4fe3-a7f5-9d3c89cd755f.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:13:53,"{""{\""detectionBox\"":[0.370602787,0,0.976094127,0.37034595]}"",""{\""detectionBox\"":[0.454684317,0.70597887,0.705787599,0.766981125]}""}",Cam23,448f4d74-bc2b-49e7-9498-a7cb12d8e9f1,0,0.9721,9.9068,-2.1608,1.8222,9.5195
2007160,Cam23,fcf864f6-3bff-4c43-bf6a-c384cfd4e2c4,RCNX0453.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/0b0960ce-867d-4037-b0b8-cc0b9a51e3f1.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:14:04,"{""{\""detectionBox\"":[0.0306305885,0.0768482387,0.98086,0.564862]}""}",Cam23,fcf864f6-3bff-4c43-bf6a-c384cfd4e2c4,0,0.9766,15.4377,-1.5062,0.1054,15.3644
2007160,Cam23,d12c9e97-32bd-45a2-8ffe-736942a2128f,RCNX0454.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/e4c2051d-477a-4feb-9e86-b718ccdc9bfc.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:14:26,"{""{\""detectionBox\"":[0.208019391,0.0831663,0.977845,0.607052863]}""}",Cam23,d12c9e97-32bd-45a2-8ffe-736942a2128f,0,0.9704,12.9178,-1.0105,1.2919,12.8146
2007160,Cam23,61eb2fd4-26e2-44a2-9190-709e227d8b84,RCNX0455.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/f99d9a0c-07c1-438b-ac61-b7d146caa600.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:14:27,"{""{\""detectionBox\"":[0.0877689272,0.0891888142,0.978058696,0.59062463]}""}",Cam23,61eb2fd4-26e2-44a2-9190-709e227d8b84,0,0.9833,10.2396,-0.8175,0.3758,10.2003
2007160,Cam23,9705e186-2dc9-449c-aff1-9d34d7e790f1,RCNX0457.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/87a3e8ad-ed93-4a2e-8a31-57d26d5d2a86.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:14:59,"{""{\""detectionBox\"":[0.0681335703,0.038857162,0.981461525,0.579824626]}""}",Cam23,9705e186-2dc9-449c-aff1-9d34d7e790f1,0,0.9813,14.0961,-1.6391,0.4043,13.996
2007160,Cam23,21d09bb5-0f85-483e-931e-a9a9413a99b6,RCNX0465.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/0fba1251-741a-4f6c-9c98-4e07e59d1ca2.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:15:06,"{""{\""detectionBox\"":[0.0266612377,0.0243945718,0.976686358,0.434362292]}""}",Cam23,21d09bb5-0f85-483e-931e-a9a9413a99b6,0,0.9701,12.9131,-2.3123,0.0867,12.7107
2007160,Cam23,bc340f9c-a7c3-46e0-92c5-9655863863ec,RCNX0467.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/f38dc52b-c8b5-4866-bed0-26c801e80ee1.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:15:08,"{""{\""detectionBox\"":[0.0269295368,0.00229667127,0.979723632,0.439446628]}""}",Cam23,bc340f9c-a7c3-46e0-92c5-9655863863ec,0,0.9819,11.6911,-2.2667,0.0765,11.4772
2007160,Cam23,c49d4c93-d047-47ec-afb7-c492192f9469,RCNX0475.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/3c277bfc-686c-4215-a9a1-2a459b0319aa.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:15:18,"{""{\""detectionBox\"":[0.307578444,0,0.973697662,0.183067799]}""}",Cam23,c49d4c93-d047-47ec-afb7-c492192f9469,0,0.9191,8.1135,-2.2963,1.2322,7.7183
2007160,Cam23,69ca03fa-d675-41fd-bc2a-12f119b98794,RCNX0476.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/a981fb6f-106c-4602-b7cd-4f0732bb97a3.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:15:23,"{""{\""detectionBox\"":[0.365424126,0.000178553164,0.974022746,0.155850083]}""}",Cam23,69ca03fa-d675-41fd-bc2a-12f119b98794,0,0.8896,8.431,-2.4668,1.4595,7.9732
2007160,Cam23,d0fb4a1a-a073-44ea-a3e2-5e55b544f273,RCNX0481.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/abe5b36c-118d-48d4-b83f-95617319c876.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:12,"{""{\""detectionBox\"":[0.298467129,0,0.977657,0.291473389]}""}",Cam23,d0fb4a1a-a073-44ea-a3e2-5e55b544f273,0,0.9723,12.5315,-3.0839,1.8807,12.0337
2007160,Cam23,bbfe4647-650e-4c1b-b7c6-6d301d7f24ff,RCNX0486.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/a914d965-92a9-4c60-9d35-aec528453f77.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:24,"{""{\""detectionBox\"":[0.494275093,0.571567655,0.771609604,0.729358792]}""}",Cam23,bbfe4647-650e-4c1b-b7c6-6d301d7f24ff,0,0.9248,19.9884,6.0451,3.922,18.7746
2007160,Cam23,f60fdb57-541f-44a2-bb3e-bcbe7aad7566,RCNX0487.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/2ae7b5dc-597f-4bf9-858d-7d8ed2bceb25.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:25,"{""{\""detectionBox\"":[0.447049677,0.659202933,0.716470599,0.755849361]}""}",Cam23,f60fdb57-541f-44a2-bb3e-bcbe7aad7566,0,0.9236,17.1614,6.395,2.7559,15.8778
2007160,Cam23,9fccf224-3598-46de-9ae1-c3e8da828353,RCNX0498.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/9b98c6c1-ffca-4997-b449-ed8bfcbbb01e.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:40,"{""{\""detectionBox\"":[0.329337746,0.52253437,0.963923275,0.858653545]}""}",Cam23,9fccf224-3598-46de-9ae1-c3e8da828353,0,0.9733,13.4674,4.2131,2.2025,12.6846
2007160,Cam23,d8f0ccfb-aadd-4b55-9344-63ad9dc1a041,RCNX0495.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/bbc1d6d9-a371-4d54-bb93-168d3ba0b1c0.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:37,"{""{\""detectionBox\"":[0.240962535,0.000939667225,0.97707963,0.386641324]}"",""{\""detectionBox\"":[0.481607288,0.535610914,0.779552519,0.711847425]}""}",Cam23,d8f0ccfb-aadd-4b55-9344-63ad9dc1a041,0,0.9656,12.5366,-2.6683,1.4594,12.1797
2007160,Cam23,a7dada54-772a-4f6a-aa01-371bb0e5e140,RCNX0503.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/812df277-429f-4c13-a2fa-5542fdc3a1e4.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:47,"{""{\""detectionBox\"":[0.345647424,0.542887807,0.963871777,0.892926931]}"",""{\""detectionBox\"":[0.527991116,0,0.973531842,0.337919533]}""}",Cam23,a7dada54-772a-4f6a-aa01-371bb0e5e140,0,0.9467,10.4577,-2.4131,2.7595,9.8527
2007160,Cam23,1d484085-3174-4ec7-a001-a4b01ebef7e5,RCNX0506.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/61d7853a-78d3-4447-8b26-b30d7d090d53.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:55,"{""{\""detectionBox\"":[0.549668849,0.0690173954,0.975497365,0.324705839]}"",""{\""detectionBox\"":[0.341488063,0.537442625,0.904031456,0.949558437]}""}",Cam23,1d484085-3174-4ec7-a001-a4b01ebef7e5,0,0.9484,16.9112,-3.1543,4.6791,16.0225
2007160,Cam23,8836c767-5465-4a53-9982-232c2252b13a,RCNX0512.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/680f8361-9ed4-4184-b791-66427b15e89b.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:17:03,"{""{\""detectionBox\"":[0.54545939,0.186335087,0.973989069,0.503696263]}"",""{\""detectionBox\"":[0.254289836,0.525401771,0.935471773,0.95053786]}""}",Cam23,8836c767-5465-4a53-9982-232c2252b13a,0,0.9731,17.0652,-0.7185,4.6876,16.4411
2007160,Cam23,9f53af4c-5b87-40f5-9183-53610d311d13,RCNX0489.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/4278cc2c-b293-441a-8e39-cb0bb1c21839.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:31,"{""{\""detectionBox\"":[0.0803693682,0.00106909871,0.970552862,0.657289147]}""}",Cam23,9f53af4c-5b87-40f5-9183-53610d311d13,0,0.9722,14.5743,-1.7134,0.5418,14.4647
2007160,Cam23,d20ce2e8-25d3-447a-b30f-119e59127824,RCNX0491.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/1f02cffb-4e5f-405e-ad28-e33f59babfef.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:33,"{""{\""detectionBox\"":[0.445291847,0.395306796,0.83523041,0.584386468]}"",""{\""detectionBox\"":[0.0256937873,0.000906765461,0.938143849,0.263801813]}""}",Cam23,d20ce2e8-25d3-447a-b30f-119e59127824,0,0.9176,22.5672,2.9275,4.1064,22.0181
2007160,Cam23,7fc26274-da48-47ed-ba43-03ef50c206c0,RCNX0507.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/62f350ec-bbd3-4542-a2ca-f1679b828b7c.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:56,"{""{\""detectionBox\"":[0.551085949,0.179726675,0.974515498,0.411436558]}"",""{\""detectionBox\"":[0.337088525,0.52626127,0.925842941,0.954433382]}""}",Cam23,7fc26274-da48-47ed-ba43-03ef50c206c0,0,0.9679,15.0291,-1.1957,4.1762,14.4349
2007160,Cam23,2f8e2a81-f5aa-4312-b82b-f14972f87c4d,RCNX0499.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/d8e0cecb-5f7e-4095-8003-a7da2386dc34.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:41,"{""{\""detectionBox\"":[0.345889956,0.53798455,0.96553117,0.894466]}""}",Cam23,2f8e2a81-f5aa-4312-b82b-f14972f87c4d,0,0.9758,13.2529,4.4662,2.2836,12.3765
2007160,Cam23,d0eb1a79-50ad-44dd-817b-da542d335fde,RCNX0500.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/905e23ce-f6ce-4b1d-a33d-d267b96f3751.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:43,"{""{\""detectionBox\"":[0.336308956,0.541339397,0.96474117,0.893582582]}"",""{\""detectionBox\"":[0.558511,0.000695824623,0.97506851,0.206014961]}""}",Cam23,d0eb1a79-50ad-44dd-817b-da542d335fde,0,0.829,12.5841,-3.4613,3.2563,11.7466
2007160,Cam23,cc5f62c7-474a-4496-bb35-a9407aed0c4f,RCNX0501.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/36687768-8cce-456d-8534-5f08ddc2162d.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:44,"{""{\""detectionBox\"":[0.335528314,0.542121053,0.963600576,0.899044275]}"",""{\""detectionBox\"":[0.540609956,0.000823482871,0.973111808,0.292824864]}"",""{\""detectionBox\"":[0.461812139,0.931317,0.613523066,1]}""}",Cam23,cc5f62c7-474a-4496-bb35-a9407aed0c4f,0,0.9202,11.3309,-2.7808,2.9528,10.6487
2007160,Cam23,36bdac72-3ff3-4951-acd7-5ceb374dd12a,RCNX0505.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/7f8be473-ff30-4f98-8434-487f85acde1d.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:49,"{""{\""detectionBox\"":[0.346032,0.543052137,0.96465981,0.89421922]}"",""{\""detectionBox\"":[0.52785027,0.000617936254,0.973185956,0.286032081]}""}",Cam23,36bdac72-3ff3-4951-acd7-5ceb374dd12a,0,0.9426,10.3893,-2.5779,2.7353,9.7512
2007160,Cam23,a9ba2274-343a-4c4d-99e4-045b5c8aa3ea,RCNX0508.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/f725b59e-7ea5-440d-8bc9-224697925ec3.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:16:57,"{""{\""detectionBox\"":[0.5440768,0.205279619,0.975395501,0.428964287]}"",""{\""detectionBox\"":[0.337982863,0.524666071,0.926911652,0.910323143]}""}",Cam23,a9ba2274-343a-4c4d-99e4-045b5c8aa3ea,0,0.9756,12.267,-0.6682,3.3744,11.8102
2007160,Cam23,b97614f2-a667-4a19-933f-66e44e913324,RCNX0509.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/065ae49e-632f-447a-bed2-1e8d54f6ba8c.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:17:00,"{""{\""detectionBox\"":[0.543661892,0.193364918,0.973586917,0.504332483]}"",""{\""detectionBox\"":[0.329271317,0.516969681,0.933973551,0.900209427]}""}",Cam23,b97614f2-a667-4a19-933f-66e44e913324,0,0.9724,12.8781,-0.4816,3.5332,12.4105
2007160,Cam23,aaeaf9b1-5d00-4042-a1ab-6742fcb43885,RCNX0522.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/113fdf2e-f694-4fdb-9144-e6b1e6531413.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:17:17,"{""{\""detectionBox\"":[0.529015839,0.312845945,0.970111132,0.635670602]}"",""{\""detectionBox\"":[0.345618278,0.563075662,0.902470291,0.999916673]}""}",Cam23,aaeaf9b1-5d00-4042-a1ab-6742fcb43885,0,0.9696,15.1459,1.4505,4.0279,14.5705
2007160,Cam23,fca16542-092c-44f1-86c5-922f217d458c,RCNX0513.JPG,8663682,gs://145625598251_2007160_901_pilot_24__main/deployment/2281104/139f9acd-60ad-46f1-b443-3abe8cab69c3.JPG,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,2024-02-15 18:17:04,"{""{\""detectionBox\"":[0.546199799,0.187335819,0.973839343,0.504339933]}"",""{\""detectionBox\"":[0.252128273,0.536489904,0.935511589,0.942583144]}""}",Cam23,fca16542-092c-44f1-86c5-922f217d458c,0,0.9735,12.1403,-0.5,3.3408,11.6953
